"datum";"Â";"CDU/CSU";"SPD";"GRÃœNE";"FDP";"LINKE";"AfD";"Sonstige";"Â";"Befragte";"Zeitraum";"institut";"url"
"24.10.2015";"Â";"36 %";"26 %";"10 %";"5 %";"10 %";"7 %";"6 %";"Â";"2.312";"15.10.â€“21.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"17.10.2015";"Â";"37 %";"26 %";"9 %";"5 %";"10 %";"7 %";"6 %";"Â";"1.496";"08.10.â€“14.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"10.10.2015";"Â";"38 %";"25 %";"9 %";"5 %";"10 %";"6 %";"7 %";"Â";"1.871";"01.10.â€“07.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"03.10.2015";"Â";"40 %";"25 %";"9 %";"4 %";"10 %";"5 %";"7 %";"Â";"2.329";"24.09.â€“30.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"26.09.2015";"Â";"40 %";"25 %";"10 %";"4 %";"10 %";"6 %";"5 %";"Â";"1.956";"17.09.â€“23.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"19.09.2015";"Â";"40 %";"24 %";"10 %";"5 %";"9 %";"5 %";"7 %";"Â";"1.882";"10.09.â€“16.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"12.09.2015";"Â";"41 %";"25 %";"11 %";"4 %";"10 %";"4 %";"5 %";"Â";"2.332";"03.09.â€“09.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"05.09.2015";"Â";"41 %";"24 %";"11 %";"4 %";"10 %";"4 %";"6 %";"Â";"2.800";"27.08.â€“02.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"29.08.2015";"Â";"41 %";"24 %";"10 %";"4 %";"10 %";"4 %";"7 %";"Â";"2.311";"20.08.â€“26.08.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"22.08.2015";"Â";"42 %";"24 %";"10 %";"4 %";"10 %";"4 %";"6 %";"Â";"2.311";"13.08.â€“19.08.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"16.08.2015";"Â";"43 %";"24 %";"11 %";"4 %";"10 %";"3 %";"5 %";"Â";"2.436";"06.08.â€“12.08.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"08.08.2015";"Â";"43 %";"24 %";"10 %";"4 %";"10 %";"4 %";"5 %";"Â";"1.858";"30.07.â€“05.08.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"01.08.2015";"Â";"43 %";"24 %";"10 %";"4 %";"9 %";"3 %";"7 %";"Â";"1.860";"23.07.â€“29.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"25.07.2015";"Â";"43 %";"24 %";"10 %";"4 %";"10 %";"3 %";"6 %";"Â";"1.471";"16.07.â€“22.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"18.07.2015";"Â";"43 %";"25 %";"11 %";"4 %";"9 %";"4 %";"4 %";"Â";"1.942";"09.07.â€“15.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"12.07.2015";"Â";"42 %";"26 %";"10 %";"4 %";"10 %";"3 %";"5 %";"Â";"1.842";"02.07.â€“08.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"04.07.2015";"Â";"40 %";"24 %";"11 %";"4 %";"10 %";"5 %";"6 %";"Â";"2.247";"25.06.â€“01.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"27.06.2015";"Â";"41 %";"24 %";"10 %";"4 %";"10 %";"5 %";"6 %";"Â";"2.746";"18.06.â€“24.06.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"20.06.2015";"Â";"40 %";"25 %";"10 %";"5 %";"9 %";"5 %";"6 %";"Â";"2.716";"11.06.â€“17.06.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"13.06.2015";"Â";"40 %";"25 %";"10 %";"5 %";"9 %";"5 %";"6 %";"Â";"2.277";"03.06.â€“10.06.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"06.06.2015";"Â";"40 %";"25 %";"10 %";"5 %";"10 %";"5 %";"5 %";"Â";"1.467";"28.05.â€“02.06.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"30.05.2015";"Â";"40 %";"25 %";"10 %";"6 %";"9 %";"5 %";"5 %";"Â";"1.816";"21.05.â€“27.05.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"23.05.2015";"Â";"40 %";"26 %";"9 %";"5 %";"9 %";"5 %";"6 %";"Â";"2.302";"15.05.â€“20.05.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"16.05.2015";"Â";"40 %";"25 %";"10 %";"4 %";"9 %";"5 %";"7 %";"Â";"1.941";"07.05.â€“12.05.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"09.05.2015";"Â";"40 %";"25 %";"10 %";"3 %";"10 %";"6 %";"6 %";"Â";"1.848";"02.05.â€“06.05.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"03.05.2015";"Â";"41 %";"25 %";"10 %";"3 %";"9 %";"6 %";"6 %";"Â";"3.631";"23.04.â€“29.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"25.04.2015";"Â";"41 %";"25 %";"10 %";"4 %";"8 %";"6 %";"6 %";"Â";"3.210";"16.04.â€“22.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"18.04.2015";"Â";"41 %";"25 %";"10 %";"4 %";"9 %";"6 %";"5 %";"Â";"2.326";"09.04.â€“15.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"11.04.2015";"Â";"41 %";"25 %";"10 %";"4 %";"9 %";"5 %";"6 %";"Â";"1.404";"02.04.â€“08.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"04.04.2015";"Â";"42 %";"25 %";"9 %";"4 %";"9 %";"5 %";"6 %";"Â";"2.299";"26.03.â€“01.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"28.03.2015";"Â";"42 %";"25 %";"9 %";"5 %";"8 %";"6 %";"5 %";"Â";"1.854";"19.03.â€“25.03.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"21.03.2015";"Â";"41 %";"24 %";"10 %";"4 %";"9 %";"6 %";"6 %";"Â";"1.006";"12.03.â€“17.03.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"14.03.2015";"Â";"41 %";"24 %";"11 %";"4 %";"9 %";"6 %";"5 %";"Â";"1.925";"05.03.â€“11.03.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"07.03.2015";"Â";"40 %";"25 %";"10 %";"4 %";"9 %";"7 %";"5 %";"Â";"2.318";"26.02.â€“04.03.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"28.02.2015";"Â";"41 %";"25 %";"9 %";"4 %";"9 %";"6 %";"6 %";"Â";"2.307";"19.02.â€“25.02.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"21.02.2015";"Â";"41 %";"26 %";"9 %";"4 %";"9 %";"6 %";"5 %";"Â";"2.337";"12.02.â€“18.02.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"14.02.2015";"Â";"41 %";"25 %";"10 %";"4 %";"10 %";"6 %";"4 %";"Â";"1.947";"05.02.â€“11.02.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"07.02.2015";"Â";"40 %";"26 %";"10 %";"3 %";"10 %";"5 %";"6 %";"Â";"1.859";"29.01.â€“04.02.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"31.01.2015";"Â";"40 %";"25 %";"10 %";"3 %";"10 %";"6 %";"6 %";"Â";"1.889";"22.01.â€“28.01.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"24.01.2015";"Â";"41 %";"25 %";"10 %";"4 %";"9 %";"6 %";"5 %";"Â";"1.850";"15.01.â€“21.01.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"17.01.2015";"Â";"42 %";"24 %";"9 %";"4 %";"9 %";"7 %";"5 %";"Â";"3.243";"08.01.â€“14.01.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"10.01.2015";"Â";"43 %";"24 %";"9 %";"3 %";"9 %";"7 %";"5 %";"Â";"2.864";"18.12.â€“07.01.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"20.12.2014";"Â";"42 %";"25 %";"9 %";"2 %";"9 %";"7 %";"6 %";"Â";"2.755";"11.12.â€“17.12.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"14.12.2014";"Â";"41 %";"25 %";"10 %";"3 %";"9 %";"6 %";"6 %";"Â";"2.764";"04.12.â€“10.12.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"07.12.2014";"Â";"41 %";"26 %";"10 %";"3 %";"9 %";"6 %";"5 %";"Â";"2.789";"27.11.â€“03.12.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"30.11.2014";"Â";"41 %";"25 %";"10 %";"3 %";"9 %";"7 %";"5 %";"Â";"2.307";"20.11.â€“26.11.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"22.11.2014";"Â";"42 %";"25 %";"10 %";"3 %";"8 %";"6 %";"6 %";"Â";"2.331";"13.11.â€“19.11.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"16.11.2014";"Â";"41 %";"24 %";"10 %";"3 %";"9 %";"7 %";"6 %";"Â";"2.313";"06.11.â€“12.11.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"09.11.2014";"Â";"41 %";"25 %";"9 %";"2 %";"9 %";"7 %";"7 %";"Â";"2.333";"30.10.â€“05.11.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"02.11.2014";"Â";"41 %";"25 %";"9 %";"3 %";"9 %";"7 %";"6 %";"Â";"2.312";"23.10.â€“29.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"26.10.2014";"Â";"41 %";"25 %";"9 %";"3 %";"9 %";"6 %";"7 %";"Â";"2.309";"16.10.â€“22.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"19.10.2014";"Â";"42 %";"24 %";"9 %";"3 %";"9 %";"7 %";"6 %";"Â";"2.778";"09.10.â€“15.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"11.10.2014";"Â";"42 %";"24 %";"10 %";"2 %";"8 %";"8 %";"6 %";"Â";"2.323";"02.10.â€“08.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"05.10.2014";"Â";"41 %";"24 %";"10 %";"2 %";"9 %";"9 %";"5 %";"Â";"2.753";"25.09.â€“01.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"28.09.2014";"Â";"40 %";"25 %";"9 %";"2 %";"10 %";"8 %";"6 %";"Â";"2.760";"18.09.â€“24.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"21.09.2014";"Â";"40 %";"25 %";"9 %";"3 %";"9 %";"8 %";"6 %";"Â";"2.319";"11.09.â€“17.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"14.09.2014";"Â";"41 %";"25 %";"9 %";"3 %";"9 %";"7 %";"6 %";"Â";"2.285";"04.09.â€“10.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"07.09.2014";"Â";"42 %";"25 %";"9 %";"3 %";"10 %";"6 %";"5 %";"Â";"2.766";"28.08.â€“03.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"31.08.2014";"Â";"43 %";"26 %";"9 %";"3 %";"9 %";"5 %";"5 %";"Â";"2.418";"21.08.â€“27.08.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"24.08.2014";"Â";"41 %";"26 %";"10 %";"4 %";"9 %";"4 %";"6 %";"Â";"3.215";"14.08.â€“20.08.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"17.08.2014";"Â";"41 %";"27 %";"10 %";"3 %";"9 %";"4 %";"6 %";"Â";"1.865";"07.08.â€“13.08.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"10.08.2014";"Â";"41 %";"27 %";"9 %";"3 %";"9 %";"5 %";"6 %";"Â";"2.802";"31.07.â€“06.08.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"03.08.2014";"Â";"42 %";"25 %";"10 %";"3 %";"9 %";"5 %";"6 %";"Â";"1.940";"24.07.â€“30.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"27.07.2014";"Â";"41 %";"25 %";"10 %";"3 %";"10 %";"5 %";"6 %";"Â";"2.762";"17.07.â€“23.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"20.07.2014";"Â";"40 %";"26 %";"10 %";"3 %";"9 %";"5 %";"7 %";"Â";"2.414";"10.07.â€“16.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"13.07.2014";"Â";"40 %";"25 %";"11 %";"3 %";"9 %";"5 %";"7 %";"Â";"2.258";"03.07.â€“09.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"06.07.2014";"Â";"40 %";"25 %";"10 %";"3 %";"9 %";"6 %";"7 %";"Â";"2.287";"27.06.â€“02.07.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"29.06.2014";"Â";"40 %";"25 %";"10 %";"3 %";"9 %";"7 %";"6 %";"Â";"2.287";"19.06.â€“25.06.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"22.06.2014";"Â";"39 %";"25 %";"10 %";"4 %";"9 %";"7 %";"6 %";"Â";"1.845";"12.06.â€“17.06.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"15.06.2014";"Â";"39 %";"25 %";"11 %";"4 %";"10 %";"6 %";"5 %";"Â";"2.311";"05.06.â€“11.06.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"08.06.2014";"Â";"39 %";"25 %";"10 %";"3 %";"10 %";"7 %";"6 %";"Â";"2.299";"28.05.â€“04.06.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"01.06.2014";"Â";"39 %";"25 %";"10 %";"4 %";"10 %";"6 %";"6 %";"Â";"2.311";"22.05.â€“27.05.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"25.05.2014";"Â";"39 %";"24 %";"10 %";"5 %";"10 %";"6 %";"6 %";"Â";"2.312";"15.05.â€“21.05.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"18.05.2014";"Â";"39 %";"25 %";"10 %";"5 %";"10 %";"6 %";"5 %";"Â";"2.791";"08.05.â€“14.05.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"11.05.2014";"Â";"40 %";"25 %";"11 %";"4 %";"9 %";"5 %";"6 %";"Â";"2.306";"30.04.â€“07.05.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"04.05.2014";"Â";"40 %";"25 %";"10 %";"4 %";"10 %";"5 %";"6 %";"Â";"2.203";"24.04.â€“29.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"27.04.2014";"Â";"41 %";"24 %";"10 %";"4 %";"10 %";"5 %";"6 %";"Â";"1.859";"17.04.â€“23.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"20.04.2014";"Â";"40 %";"25 %";"10 %";"4 %";"9 %";"6 %";"6 %";"Â";"2.313";"10.04.â€“16.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"13.04.2014";"Â";"42 %";"23 %";"9 %";"4 %";"10 %";"6 %";"6 %";"Â";"2.327";"03.04.â€“09.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"06.04.2014";"Â";"41 %";"24 %";"10 %";"3 %";"10 %";"6 %";"6 %";"Â";"2.271";"27.03.â€“02.04.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"30.03.2014";"Â";"41 %";"25 %";"11 %";"3 %";"10 %";"5 %";"5 %";"Â";"2.380";"20.03.â€“26.03.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"23.03.2014";"Â";"41 %";"25 %";"10 %";"3 %";"10 %";"5 %";"6 %";"Â";"2.762";"13.03.â€“19.03.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"16.03.2014";"Â";"41 %";"24 %";"11 %";"4 %";"10 %";"5 %";"5 %";"Â";"2.780";"06.03.â€“12.03.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"09.03.2014";"Â";"42 %";"23 %";"10 %";"3 %";"10 %";"5 %";"7 %";"Â";"2.304";"27.02.â€“05.03.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"02.03.2014";"Â";"40 %";"24 %";"10 %";"4 %";"10 %";"5 %";"7 %";"Â";"2.763";"20.02.â€“26.02.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"23.02.2014";"Â";"41 %";"24 %";"10 %";"4 %";"10 %";"5 %";"6 %";"Â";"2.421";"13.02.â€“19.02.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"16.02.2014";"Â";"41 %";"24 %";"11 %";"4 %";"10 %";"5 %";"5 %";"Â";"2.388";"06.02.â€“12.02.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"09.02.2014";"Â";"42 %";"25 %";"10 %";"4 %";"9 %";"4 %";"6 %";"Â";"2.301";"30.01.â€“05.02.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"02.02.2014";"Â";"42 %";"25 %";"9 %";"4 %";"10 %";"4 %";"6 %";"Â";"2.295";"23.01.â€“29.01.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"26.01.2014";"Â";"41 %";"26 %";"9 %";"5 %";"9 %";"4 %";"6 %";"Â";"2.772";"16.01.â€“22.01.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"19.01.2014";"Â";"41 %";"26 %";"8 %";"4 %";"10 %";"5 %";"6 %";"Â";"2.305";"09.01.â€“15.01.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"12.01.2014";"Â";"42 %";"25 %";"9 %";"4 %";"9 %";"5 %";"6 %";"Â";"1.402";"04.01.â€“08.01.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"22.12.2013";"Â";"41 %";"25 %";"9 %";"4 %";"9 %";"5 %";"7 %";"Â";"2.346";"12.12.â€“18.12.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"15.12.2013";"Â";"42 %";"25 %";"9 %";"4 %";"9 %";"5 %";"6 %";"Â";"1.901";"05.12.â€“11.12.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"08.12.2013";"Â";"42 %";"26 %";"9 %";"3 %";"9 %";"5 %";"6 %";"Â";"2.291";"28.11.â€“04.12.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"01.12.2013";"Â";"41 %";"26 %";"9 %";"4 %";"9 %";"5 %";"6 %";"Â";"2.389";"21.11.â€“27.11.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"24.11.2013";"Â";"42 %";"25 %";"10 %";"3 %";"9 %";"5 %";"6 %";"Â";"2.204";"14.11.â€“20.11.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"17.11.2013";"Â";"41 %";"25 %";"10 %";"3 %";"9 %";"5 %";"7 %";"Â";"2.765";"07.11.â€“13.11.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"10.11.2013";"Â";"41 %";"26 %";"10 %";"3 %";"9 %";"5 %";"6 %";"Â";"2.296";"31.10.â€“06.11.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"03.11.2013";"Â";"42 %";"25 %";"9 %";"3 %";"9 %";"5 %";"7 %";"Â";"2.768";"24.10.â€“30.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"27.10.2013";"Â";"41 %";"26 %";"10 %";"3 %";"9 %";"5 %";"6 %";"Â";"3.219";"17.10.â€“23.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"20.10.2013";"Â";"42 %";"25 %";"9 %";"3 %";"10 %";"5 %";"6 %";"Â";"2.334";"10.10.â€“16.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"13.10.2013";"Â";"42 %";"25 %";"9 %";"3 %";"10 %";"6 %";"5 %";"Â";"1.833";"04.10.â€“09.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"06.10.2013";"Â";"42 %";"25 %";"8 %";"4 %";"9 %";"6 %";"6 %";"Â";"1.849";"26.09.â€“01.10.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"29.09.2013";"Â";"43 %";"26 %";"7 %";"3 %";"9 %";"6 %";"6 %";"Â";"1.382";"24.09.â€“26.09.";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
"22.09.2013";"Â";"41,5 %";"25,7 %";"8,4 %";"4,8 %";"8,6 %";"4,7 %";"PIR 2,2 %Sonst. 4,0 %";"Â";"Bundestagswahl";"Bundestagswahl";"emnid";"http://www.wahlrecht.de/umfragen/emnid.htm"
